HSK Level,Word,Pronunciation,Definition
6,??,qia4 dang4,appropriate; suitable
6,????,qia4 dao4 hao3 chu4,it's just perfect; it's just right
6,??,qia4 qiao3,fortunately; unexpectedly; by coincidence
6,??,qia4 tan2,to discuss
2,?,qian1,thousand
5,?,qian1,to pull (an animal on a tether); to lead along; to hold hands
3,??,qian1 bi3,"(lead) pencil; CL:?[zhi1],?[zhi1],?|?[gan3]"
6,??,qian1 che3,to involve; to implicate
6,??,qian1 ding4,to agree to and sign (a treaty etc)
6,????,qian1 fang1 bai3 ji4,"lit. thousand ways, a hundred plans (idiom); by every possible means"
6,??,qian1 jiu4,to yield; to adapt to; to accommodate to (sth)
6,??,qian1 shu3,to sign (an agreement)
4,??,qian1 wan4,ten million; countless; many; one must by all means
6,??,qian1 xi3,to migrate; to move
5,??,qian1 xu1,modest; self-effacing; to make modest remarks
6,??,qian1 xun4,humble; humility; modesty
4,??,qian1 zheng4,visa; certificate; to certify; CL:?|?[ge4]
6,??,qian1 zhi4,to control; to curb; to restrict; to impede; to pin down (enemy troops)
5,??,qian1 zi4,to sign (a signature)
1,?,qian2,coin; money; CL:?|?[bi3]
6,??,qian2 jing3,foreground; vista; (future) prospects; perspective
6,??,qian2 li4,potential; capacity
1,??,qian2 mian4,ahead; in front; preceding; above
6,??,qian2 shui3,to dive; to go under water; lurker (Internet slang for sb who reads forum posts but never replies)
6,??,qian2 ti2,premise; precondition; prerequisite
5,??,qian2 tu2,prospects; future outlook; journey
6,????,qian2 yi2 mo4 hua4,imperceptible influence; to influence secretly
5,?,qian3,"shallow, not deep; superficial"
6,??,qian3 ze2,to denounce; to condemn; to criticize; condemnation; criticism
5,?,qian4,deficient; owe; to lack; yawn
5,?,qiang1,"gun; firearm; rifle; spear; CL:?[zhi1],?[ba3]"
6,??,qiang1 jie2,to rob; looting
4,?,qiang2,"wall; CL:?[mian4],?[du3]"
5,??,qiang2 diao4,to emphasize (a statement); to stress
5,??,qiang2 lie4,intense; (violently) strong
6,??,qiang2 zhi4,to enforce; enforcement; forcibly; compulsory
5,?,qiang3,fight over; to rush; to scramble; to grab; to rob; to snatch
6,??,qiang3 jiu4,rescue
6,??,qiang3 po4,to compel; to force
4,?,qiao1,extort; knock; to strike; to knock (at a door); to hit
5,??,qiao1 qiao1,quietly; secretly; stealthily
4,?,qiao2,bridge; CL:?[zuo4]
5,?,qiao2,look at
6,??,qiao2 liang2,bridge; fig. connection between two areas
4,???,qiao3 ke4 li4,chocolate (loanword); CL:?|?[kuai4]
5,??,qiao3 miao4,ingenious; clever
6,?,qiao4,to raise
5,?,qie1,to cut; to slice; tangent (math)
6,????,qie4 er2 bu4 she3,to chip away at a task and not abandon it (idiom); to chisel away at sth; to persevere; unflagging efforts
6,??,qie4 shi2,feasible; earnestly; conscientiously; realistic; practical
5,??,qin1 ai4,Dear or beloved (way of starting a letter)
6,??,qin1 fan4,to infringe on; to encroach on; to violate
5,??,qin1 lve4,invasion; encroachment
6,??,qin1 pei4,to admire; to look up to; to respect sb greatly
4,??,qin1 qi5,"a relative (i.e. family relation); CL:?|?[men2],?|?[ge4],?[wei4]"
5,??,qin1 qie4,amiable; friendliness; gracious; hospitality; intimate; cordial; kind; close and dear; familiar
6,??,qin1 re4,affectionate; intimate; warm-hearted
6,??,qin1 shen1,personal; oneself
5,??,qin1 zi4,personally
5,??,qin2 fen4,hardworking; diligent
6,??,qin2 jian3,hardworking and frugal
6,??,qin2 ken3,diligent and attentive; assiduous; sincere
5,??,qin2 lao2,hardworking; industrious; diligent
5,?,qing1,nature's color; green or blue; greenish black; youth; young (of people); abbr. for Qinghai province ??
6,?,qing1,hydrogen (chemistry)
4,?,qing1,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral
6,??,qing1 che4,clear; limpid
6,??,qing1 chen2,early morning
6,??,qing1 chu2,eliminate; get rid of
3,??,qing1 chu5,clear; clearly understood; distinct
5,??,qing1 chun1,youth; youthfulness
5,??,qing1 dan4,"light (of food, not greasy or strongly flavored); insipid; slack (sales)"
6,????,qing1 er2 yi4 ju3,easy; with no difficulty
6,??,qing1 jie2,clean; purity
6,??,qing1 li3,clear; to put in order; to check up
5,???,qing1 shao4 nian2,an adolescent; a youth; young person; teenage; teenager
5,??,qing1 shi4,contempt; contemptuous; to despise; to scorn; scornful
4,??,qing1 song1,gentle; relaxed
6,??,qing1 ting1,to listen attentively
6,??,qing1 xi1,clear; distinct
6,??,qing1 xiang4,trend; tendency; orientation
6,??,qing1 xie2,to incline; to lean; to slant; to slope; to tilt
6,??,qing1 xing3,clear-headed; sober; awake
6,??,qing1 zhen1,Islamic; Muslim; halal (of food); clean; pure
2,?,qing2,clear; fine (weather)
6,??,qing2 bao4,(spy) intelligence; information-gathering
6,??,qing2 jie2,plot; circumstances
5,??,qing2 jing3,scene; sight; circumstances; CL:?|?[ge4]
4,??,qing2 kuang4,"circumstances; state of affairs; situation; CL:?|?[ge4],?|?[zhong3]"
6,??,qing2 lang3,sunny and cloudless
6,??,qing2 li3,reason; sense
6,??,qing2 xing2,circumstances; situation; CL:?|?[ge4]
5,??,qing2 xu4,feeling; sentiment; CL:?|?[zhong3]
1,?,qing3,to ask; to invite; please (do sth); to treat (to a meal etc); to request
4,??,qing3 jia4,ask for time off
6,??,qing3 jian3,invitation card; written invitation
6,??,qing3 jiao4,consult
4,??,qing3 ke4,give a dinner party; entertain guests; invite to dinner
5,??,qing3 qiu2,request; CL:?|?[ge4]
6,??,qing3 shi4,ask for instructions
6,??,qing3 tie3,invitation card; written invitation
5,??,qing4 zhu4,celebrate
4,?,qiong2,exhausted; poor
3,?,qiu1,autumn; fall; harvest time; a swing; surname Qiu
6,??,qiu1 ling2,hills
5,??,qiu2 mi2,soccer fan; crazy about ball sports; CL:?|?[ge4]
4,??,qu1 bie2,difference; to distinguish; to discriminate; to make a distinction; CL:?|?[ge4]
6,??,qu1 fen1,to differentiate; to find differing aspects
6,??,qu1 fu2,to surrender; to yield
5,??,qu1 shi4,trend; tendency
6,??,qu1 yu4,area; region; district
6,??,qu1 zhe2,complicated; winding
6,??,qu1 zhu2,to expel; to deport; banishment
6,??,qu2 dao4,irrigation ditch; medium or channel of communication
4,?,qu3,to take; to get; to choose; to fetch
5,?,qu3,take a wife; to marry (a woman)
6,??,qu3 di4,"to ban; to prohibit (publications, customs etc); to outlaw; to suppress (violators)"
5,??,qu3 xiao1,to cancel; cancellation
6,??,qu3 zi5,poem for singing; tune; music; CL:?[zhi1]
1,?,qu4,to go; to go to (a place); to cause to go or send (sb); to remove; to get rid of; (when used either before or after a verb) to go in order to do sth; to be apart from in space or time; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation); (of a time or an event etc) just passed or elapsed
2,??,qu4 nian2,last year
5,??,qu4 shi4,to pass away; to die
6,??,qu4 wei4,fun; interest; delight; taste; liking; preference
5,?,quan1,"circle; ring; loop; classifier for loops, orbits, laps of race etc; CL:?|?[ge4]"
6,??,quan1 tao4,trap; snare; trick
4,??,quan2 bu4,whole; entire; complete
6,??,quan2 heng2,to weigh; to consider; to assess; to balance; to trade-off
6,??,quan2 ju2,overall situation
5,??,quan2 li4,power; right; privilege
5,??,quan2 li4,(wield) power
6,????,quan2 li4 yi3 fu4,do at all costs; make an all-out effort
5,??,quan2 mian4,all-around; comprehensive; total; overall
6,??,quan2 tou5,fist; clenched fist; competitive (product); superior quality; CL: ?|?
6,??,quan2 wei1,authority; authoritative; power and prestige
6,??,quan2 yi4,rights and benefits
6,?,quan3,dog
5,?,quan4,to advise; to urge; to try to persuade; exhort
4,??,que1 dian3,weak point; fault; shortcoming; CL:?|?[ge4]
5,??,que1 fa2,shortage; be lacking; to be short of; to lack; scarcity
6,??,que1 kou3,nick; jag; gap; shortfall
4,??,que1 shao3,lack; shortage of; shortfall; to be short (of); to lack
6,??,que1 xi2,absence; absent
6,??,que1 xian4,a defect; a flaw
6,?,que2,lame
4,?,que4,but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though
6,??,que4 bao3,to ensure; to guarantee
5,??,que4 ding4,definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; OK (on computer dialog box)
6,??,que4 li4,to establish; to institute
6,??,que4 qie4,definite; exact; precise
5,??,que4 ren4,to confirm; to verify; confirmation
4,??,que4 shi2,indeed; really; reliable; real; true
6,??,que4 xin4,to be convinced; to be sure; to firmly believe; to be positive that; definite news
4,?,qun2,"group; crowd; flock, herd, pack etc"
6,??,qun2 zhong4,mass; multitude; the masses
3,??,qun2 zi5,skirt; CL:?|?[tiao2]
4,??,ran2 er2,however; yet; but
3,??,ran2 hou4,after; then (afterwards); after that; afterwards
5,??,ran2 shao1,combustion; flaming; kindle
6,?,ran3,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate; to add colour washes to a painting
5,?,rang3,blurt out; to shout
2,?,rang4,to yield; to permit; to let sb do sth; to have sb do sth
6,??,rang4 bu4,to concede; to give in; to yield; a concession
6,??,rao2 shu4,forgiveness; spare
6,??,rao3 luan4,to disturb; to perturb; to harass
5,?,rao4,to wind; to coil (thread); to rotate around; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour; to confuse; to perplex
6,??,re3 huo4,stirring up trouble; to invite disaster
1,?,re4,heat; to heat up; fervent; hot (of weather); warm up
5,??,re4 ai4,to love ardently; to adore
6,????,re4 lei4 ying2 kuang4,eyes brimming with tears of excitement (idiom); extremely moved
5,??,re4 lie4,warm (welcome etc)
6,??,re4 men2,popular; hot; in vogue
4,??,re4 nao5,bustling with noise and excitement; lively
3,?? ,re4 qing2,cordial; enthusiastic; passion; passionate; passionately
5,??,re4 xin1,enthusiasm; zeal; zealous; zest; enthusiastic; ardent; warmhearted
1,?,ren2,"man; person; people; CL:?|?[ge4],?[wei4]"
5,??,ren2 cai2,a person's talent; talented person; distinguished person; a talent (worth head-hunting); person's looks; an attractive woman; used interchangeably with ??; CL:?|?[ge4]
6,??,ren2 ci2,benevolent; charitable; kind; kindly; kindness; merciful
6,??,ren2 dao4,"human sympathy; humanitarianism; humane; the ""human way"", one of the stages in the cycle of reincarnation (Buddhism); sexual intercourse"
6,??,ren2 ge2,personality; integrity; dignity
6,??,ren2 gong1,artificial; manpower; manual work
6,??,ren2 jia5,"other; other people; him(her, them); I"
6,??,ren2 jian1,man's world; the world
5,??,ren2 kou3,population
5,??,ren2 lei4,humanity; human race; mankind
4,???,ren2 min2 bi4,Renminbi (RMB); Chinese Yuan (CNY)
5,??,ren2 sheng1,human life
5,??,ren2 shi4,human affairs; ways of the world; consciousness of the world; what is humanly possible; personnel matters; sexual awareness; sexual passion; facts of life
6,??,ren2 shi4,person; figure; public figure
6,??,ren2 wei2,artificial; man-made; having human cause or origin; human attempt or effort
5,??,ren2 wu4,"a person; a character (in a play, novel etc); a protagonist; CL:?|?[ge4]"
6,??,ren2 xing4,human nature; humanity; human; the totality of human attributes
5,??,ren2 yuan2,staff; crew; personnel; CL:?|?[ge4]
6,??,ren2 zhi4,hostage
5,???,ren3 bu5 zhu4,cannot help; unable to bear
6,??,ren3 nai4,to show restraint; to repress (anger etc); to exercise patience
6,??,ren3 shou4,to bear; to endure
6,??,ren4 ding4,to maintain (that sth is true); to determine (a fact); determination (of an amount); of the firm opinion; to believe firmly; to set one's mind on; to identify with
4,??,ren4 he2,any; whatever; whichever; whatsoever
6,??,ren4 ke3,to approve; approval; acknowledgment; OK
6,??,ren4 ming4,to appoint and nominate
1,??,ren4 shi5,to know; to recognize; to be familiar with; acquainted with sth; knowledge; understanding; awareness; cognition
3,??,ren4 wei2,to believe; to think; to consider; to feel
4,??,ren4 wu5,"mission; assignment; task; duty; role; CL:?|?[xiang4],?|?[ge4]"
6,??,ren4 xing4,willful; headstrong; uninhibited
6,??,ren4 yi4,arbitrary; at will; at random
3,??,ren4 zhen1,conscientious; earnest; serious; to take seriously; to take to heart
6,????,ren4 zhong4 dao4 yuan3,"a heavy load and a long road; fig. to bear heavy responsibilities through a long struggle (cf Confucian Analects, 8.7)"
4,?,reng1,to throw; to throw away
6,??,reng2 jiu4,still (remaining); to remain (the same); yet
4,??,reng2 ran2,still; yet
1,?,ri4,"sun; day; date, day of the month; abbr. for ??|?? Japan"
5,??,ri4 chang2,daily; everyday
5,??,ri4 cheng2,schedule; itinerary; CL:?|?[ge4]
4,??,ri4 ji4,"diary; CL:?|?[ze2],?[ben3],?[pian1]"
5,??,ri4 li4,"calendar; CL:?|?[zhang1],?[ben3]"
5,??,ri4 qi1,date; CL:?|?[ge4]
6,????,ri4 xin1 yue4 yi4,"daily renewal, monthly change (idiom); every day sees new developments; rapid progress"
6,??,ri4 yi4,day by day; more and more; increasingly; more and more with each passing day
5,???,ri4 yong4 pin3,"articles for daily use; CL:?[jian4],?|?[ge4]"
5,??,rong2 hua4,to melt; to thaw; to dissolve; to blend into; to combine; to fuse
6,??,rong2 jie3,dissolve; solution
6,??,rong2 mao4,one's appearance; one's aspect; looks; features
6,??,rong2 na4,to hold; to contain; to accommodate; to tolerate (different opinions)
6,??,rong2 qi4,receptacle; vessel
6,??,rong2 qia4,harmonious; friendly relations; on good terms with one another
6,??,rong2 ren3,to put up with; to tolerate
5,??,rong2 xing4,honored
3,??,rong2 yi4,easy; likely; liable (to)
5,??,rong2 yu4,honor; credit; glory; (honorable) reputation
6,?,rou2,to knead; to massage; to rub
6,??,rou2 he2,gentle; soft
3,??,ru2 guo3,if; in case; in the event that
5,??,ru2 he2,how; what way; what
5,??,ru2 jin1,nowadays; now
4,??,ru4 kou3,entrance
4,?,ruan3,soft; flexible
5,??,ruan3 jian4,(computer) software
5,?,ruo4,weak; feeble; young; inferior; (following a decimal or fraction) slightly less than
6,??,ruo4 dian3,weak point; failing
6,??,ruo4 gan1,a certain number or amount; how many?; how much?
6,??,sa1 huang3,to tell lies
5,?,sa3,to sprinkle; to spray; to spill; to shed
6,?,sai1,cheek (esp. lower cheek); jaw; gills (of fish)
1,?,san1,three; 3
6,??,san1 jiao3,triangle
3,?,san3,umbrella; parasol; CL:?[ba3]
6,??,san3 wen2,prose; essay
4,??,san4 bu4,to take a walk; to go for a walk
6,??,san4 fa1,distribute; emit; issue
5,??,sang3 zi5,throat; voice; CL:?[ba3]
6,??,sang4 shi1,to lose; to forfeit
6,??,sao3 zi5,(informal) older brother's wife; sister-in-law; CL:?|?[ge4]
6,??,se4 cai3,tint; coloring; coloration; character
4,??,sen1 lin2,forest; CL:?[pian4]
5,?,sha1,to kill; to murder; to fight; to weaken or reduce; to smart (topolect); to counteract; (used after a verb) extremely
6,??,sha1 che1,to brake (when driving); to stop; to switch off; to check (bad habits); a brake
4,??,sha1 fa1,"sofa; CL:?|?[tiao2],?|?[zhang1]"
5,??,sha1 mo4,desert; CL:?|?[ge4]
5,??,sha1 tan1,sand bar; beach; CL:?[pian4]
6,?,sha2,(dialect) what
5,?,sha3,foolish
6,??,shai1 xuan3,to filter
5,?,shai4,"to dry in the sun; to sunbathe; to share files (loan from ""share"")"
5,??,shan1 chu2,to delete; to cancel
6,??,shan1 mai4,mountain range; CL:?|?[tiao2]
5,??,shan3 dian4,lightning; CL:?[dao4]
6,??,shan3 shuo4,flicker; twinkling
6,??,shan4 chang2,to be good at; to be expert in
5,??,shan4 liang2,good and honest; kind-hearted
5,??,shan4 yu2,be good at; be adept in
6,??,shan4 zi4,without permission; of one's own initiative
6,??,shan4 zi5,fan; CL:?[ba3]
6,??,shang1 biao1,trademark; logo
1,??,shang1 dian4,"store; shop; CL:?[jia1],?|?[ge4]"
4,??,shang1 liang5,to consult; to talk over; to discuss
6,???,shang1 nao3 jin1,knotty; troublesome; bothersome
5,??,shang1 pin3,good; commodity; merchandise; CL:?|?[ge4]
4,??,shang1 xin1,to grieve; broken-hearted
5,??,shang1 ye4,business; trade; commerce
5,?,shang4,on; on top; upon; first (of multiple parts); previous; last; upper; higher; above; to climb; to go into; to go up; to attend (class or university)
2,??,shang4 ban1,to go to work; to be on duty; to start work; to go to the office
5,??,shang4 dang4,taken in (by sb's deceit); to be fooled; to be duped
6,??,shang4 ji2,higher authorities; superiors; CL:?|?[ge4]
6,???,shang4 jin4 xin1,aggressiveness; gumption; enterprising spirit
6,??,shang4 ren4,take office
3,??,shang4 wang3,to be on the internet; to stretch a net (in a sports game or for covering sth); to be netted (of fish)
1,??,shang4 wu3,morning; CL:?|?[ge4]
6,??,shang4 yin3,to get into a habit; to become addicted
6,??,shang4 you2,upper reaches; advanced position
6,?,shao1,tip of branch
6,?,shao1,to bring sth to sb (news etc)
4,??,shao1 wei1,a little bit
5,??,shao2 zi5,scoop; ladle; CL:?[ba3]
1,?,shao3,few; little; lack
6,?,shao4,a whistle; sentry
6,??,she1 chi3,luxurious; extravagant; wasteful
5,?,she2,snake; serpent; CL:?|?[tiao2]
5,??,she2 tou5,tongue; CL:?|?[ge4]; enemy soldier captured for the purpose of extracting information
5,???,she3 bu5 de5,to hate to do sth; to hate to part with; to begrudge
5,??,she4 bei4,equipment; facilities; installations; CL:?|?[ge4]
4,??,she4 hui4,society; CL:?|?[ge4]
5,??,she4 ji1,to shoot; to fire (a gun)
6,??,she4 ji2,to involve; to touch upon (a topic)
5,??,she4 ji4,plan; design; to design; to plan; CL:?|?[ge4]
6,??,she4 li4,to set up; to establish
6,??,she4 qu1,community
6,??,she4 qu3,absorb (nutrition); take a photo
5,??,she4 shi1,facilities; installation
6,???,she4 shi4 du4,degrees centigrade
6,??,she4 xiang3,to imagine; to assume; to envisage; tentative plan; to have consideration for
5,??,she4 ying3,to take a photograph; photography; to shoot (a movie)
6,??,she4 zhi4,to set up; to install
1,?,shei2,who; also pronounced shui2
5,?,shen1,to stretch; to extend
4,?,shen1,"close; deep; late; profound; dark (of color, water etc)"
6,??,shen1 ao4,profound; abstruse; recondite; profoundly
6,??,shen1 bao4,to report (to the authorities); to declare (to customs)
5,??,shen1 cai2,stature; build (height and weight); figure
6,??,shen1 chen2,deep; extreme; dull; low pitched (sound)
5,??,shen1 fen4,identity; status; capacity; dignity; position; rank
5,??,shen1 ke4,profound; deep; deep-going
6,????,shen1 qing2 hou4 yi4,profound friendship
4,??,shen1 qing3,to apply for sth; application (form etc); CL:?[fen4]
6,??,shen1 shi4,gentleman
